#           X                Y                 Ex                Ey                Ez                E 
      3.1338000000      5.9194000000      0.0228466472      0.1543686540     -0.0000000000      0.1560501542
      3.1338000000      6.0935000000      0.0131946569      0.1424524174      0.0000000000      0.1430621899
      3.1338000000      6.2676000000      0.0044632148      0.1309705566      0.0000000000      0.1310465833
      3.1338000000      6.4417000000     -0.0034157799      0.1198972975      0.0000000000      0.1199459440
      3.1338000000      6.6158000000     -0.0105026940      0.1092053355     -0.0000000000      0.1097092151
      3.1338000000      6.7899000000     -0.0168508536      0.0988663100     -0.0000000000      0.1002920661
      3.1338000000      6.9640000000     -0.0225071733      0.0888511669      0.0000000000      0.0916575295
      3.1338000000      7.1381000000     -0.0275127241      0.0791304330      0.0000000000      0.0837769384
      3.1338000000      7.3122000000     -0.0319032394      0.0696744178      0.0000000000      0.0766312024
      3.1338000000      7.4863000000     -0.0357095617      0.0604533578      0.0000000000      0.0702124011
      3.1338000000      7.6604000000     -0.0389580328      0.0514375147      0.0000000000      0.0645255472
      3.1338000000      7.8345000000     -0.0416708304      0.0425972370      0.0000000000      0.0595901226
      3.1338000000      8.0086000000     -0.0438662538      0.0339029926      0.0000000000      0.0554406090
      3.1338000000      8.1827000000     -0.0455589600      0.0253253788      0.0000000000      0.0521247892
      3.1338000000      8.3568000000     -0.0467601552      0.0168351153      0.0000000000      0.0496984227
      3.1338000000      8.5309000000     -0.0474777406      0.0084030241      0.0000000000      0.0482156268
      3.1338000000      8.7050000000     -0.0477164158     -0.0000000000      0.0000000000      0.0477164158
      3.1338000000      8.8791000000     -0.0474777406     -0.0084030241      0.0000000000      0.0482156268
      3.1338000000      9.0532000000     -0.0467601552     -0.0168351153      0.0000000000      0.0496984227
      3.1338000000      9.2273000000     -0.0455589600     -0.0253253788      0.0000000000      0.0521247892
      3.1338000000      9.4014000000     -0.0438662538     -0.0339029926      0.0000000000      0.0554406090
      3.1338000000      9.5755000000     -0.0416708304     -0.0425972370      0.0000000000      0.0595901226
      3.1338000000      9.7496000000     -0.0389580328     -0.0514375147      0.0000000000      0.0645255472
      3.1338000000      9.9237000000     -0.0357095617     -0.0604533578      0.0000000000      0.0702124011
      3.1338000000     10.0978000000     -0.0319032394     -0.0696744178      0.0000000000      0.0766312024
      3.1338000000     10.2719000000     -0.0275127241     -0.0791304330      0.0000000000      0.0837769384
      3.1338000000     10.4460000000     -0.0225071733     -0.0888511669      0.0000000000      0.0916575295
      3.1338000000     10.6201000000     -0.0168508536     -0.0988663100      0.0000000000      0.1002920661
      3.1338000000     10.7942000000     -0.0105026940     -0.1092053355      0.0000000000      0.1097092151
      3.1338000000     10.9683000000     -0.0034157799     -0.1198972975      0.0000000000      0.1199459440
      3.1338000000     11.1424000000      0.0044632148     -0.1309705566      0.0000000000      0.1310465833
      3.1338000000     11.3165000000      0.0131946569     -0.1424524174      0.0000000000      0.1430621899
      3.1338000000     11.4906000000      0.0228466472     -0.1543686540      0.0000000000      0.1560501542
      3.1338000000     11.6647000000      0.0334957728     -0.1667429008      0.0000000000      0.1700739890
      3.1338000000     11.8388000000      0.0452279137     -0.1795958747      0.0000000000      0.1852032462
      3.1338000000     12.0129000000      0.0581390929     -0.1929443938      0.0000000000      0.2015135063
      3.1338000000     12.1870000000      0.0723363514     -0.2068001458      0.0000000000      0.2190863940
      3.1338000000     12.3611000000      0.0879386217     -0.2211681561      0.0000000000      0.2380095680
      3.1338000000     12.5352000000      0.1050775583     -0.2360448927      0.0000000000      0.2583766333
      3.1338000000     12.7093000000      0.1238982669     -0.2514159397      0.0000000000      0.2802869160
      3.1338000000     12.8834000000      0.1445598512     -0.2672531607      0.0000000000      0.3038450304
      3.1338000000     13.0575000000      0.1672356644     -0.2835112692      0.0000000000      0.3291601543
      3.1338000000     13.2316000000      0.1921131142     -0.3001237188      0.0000000000      0.3563449105
      3.1338000000     13.4057000000      0.2193928218     -0.3169978330      0.0000000000      0.3855137304
      3.1338000000     13.5798000000      0.2492868742     -0.3340091075      0.0000000000      0.4167805532
      3.1338000000     13.7539000000      0.2820158397     -0.3509946531      0.0000000000      0.4502556833
      3.1338000000     13.9280000000      0.3178041363     -0.3677458044      0.0000000000      0.4860416091
      3.1338000000     14.1021000000      0.3568732585     -0.3840000138      0.0000000000      0.5242275587
      3.1338000000     14.2762000000      0.3994322909     -0.3994322909      0.0000000000      0.5648825631
      3.1338000000     14.4503000000      0.4456650800     -0.4136466511      0.0000000000      0.6080468037
      3.1338000000     14.6244000000      0.4957134324     -0.4261683094      0.0000000000      0.6537210681
      3.1338000000     14.7985000000      0.5496557901     -0.4364377087      0.0000000000      0.7018542307
      3.1338000000     14.9726000000      0.6074810640     -0.4438078934      0.0000000000      0.7523288439
      3.1338000000     15.1467000000      0.6690577411     -0.4475471941      0.0000000000      0.8049451857
      3.1338000000     15.3208000000      0.7340990978     -0.4468496176     -0.0000000000      0.8594044834
      3.1338000000     15.4949000000      0.8021263880     -0.4408555987      0.0000000000      0.9152925222
      3.1338000000     15.6690000000      0.8724332496     -0.4286857032      0.0000000000      0.9720654336
      3.1338000000     15.8431000000      0.9440561661     -0.4094892269      0.0000000000      1.0290400729
      3.1338000000     16.0172000000      1.0157574051     -0.3825081919      0.0000000000      1.0853919213
      3.1338000000     16.1913000000      1.0860279813     -0.3471548215      0.0000000000      1.1401636928
      3.1338000000     16.3654000000      1.1531182535     -0.3030972453      0.0000000000      1.1922875688
      3.1338000000     16.5395000000      1.2151021025     -0.2503443392      0.0000000000      1.2406229918
      3.1338000000     16.7136000000      1.2699767690     -0.1893171047      0.0000000000      1.2840101089
      3.1338000000     16.8877000000      1.3157943850     -0.1208920574      0.0000000000      1.3213363513
      3.1338000000     17.0618000000      1.3508138791     -0.0464030442      0.0000000000      1.3516106609
      3.1338000000     17.2359000000      1.3736549913      0.0324074495      0.0000000000      1.3740372185
      3.1338000000     17.4100000000      1.3834318826      0.1134883223      0.0000000000      1.3880790226
      3.3079000000      0.0000000000      1.2321443879     -0.1166026678      0.0000000000      1.2376493748
      3.3079000000      0.1741000000      1.2236441549     -0.0474690690      0.0000000000      1.2245645473
      3.3079000000      0.3482000000      1.2046306130      0.0199081960      0.0000000000      1.2047951071
      3.3079000000      0.5223000000      1.1757449174      0.0839492675      0.0000000000      1.1787381348
      3.3079000000      0.6964000000      1.1379950412      0.1432884000      0.0000000000      1.1469805052
      3.3079000000      0.8705000000      1.0926669455      0.1968469099      0.0000000000      1.1102566189
      3.3079000000      1.0446000000      1.0412201184      0.2438731460      0.0000000000      1.0693986377
      3.3079000000      1.2187000000      0.9851816107      0.2839489286      0.0000000000      1.0252852286
      3.3079000000      1.3928000000      0.9260506787      0.3169670001      0.0000000000      0.9787941248
      3.3079000000      1.5669000000      0.8652223303      0.3430873270      0.0000000000      0.9307623729
      3.3079000000      1.7410000000      0.8039336943      0.3626812772      0.0000000000      0.8819564012
      3.3079000000      1.9151000000      0.7432332222      0.3762720879      0.0000000000      0.8330524033
      3.3079000000      2.0892000000      0.6839699102      0.3844782582      0.0000000000      0.7846262608
      3.3079000000      2.2633000000      0.6267981819      0.3879642590      0.0000000000      0.7371514275
      3.3079000000      2.4374000000      0.5721936356      0.3874007962      0.0000000000      0.6910028463
      3.3079000000      2.6115000000      0.5204752223      0.3834351269      0.0000000000      0.6464649670
      3.3079000000      2.7856000000      0.4718302171      0.3766707372      0.0000000000      0.6037421619
      3.3079000000      2.9597000000      0.4263393060      0.3676550119      0.0000000000      0.5629701694
      3.3079000000      3.1338000000      0.3840000138      0.3568732585      0.0000000000      0.5242275587
      3.3079000000      3.3079000000      0.3447474661      0.3447474661      0.0000000000      0.4875465421
      3.3079000000      3.4820000000      0.3084720459      0.3316383553      0.0000000000      0.4529227327
      3.3079000000      3.6561000000      0.2750339084      0.3178495332      0.0000000000      0.4203236569
      3.3079000000      3.8302000000      0.2442745565      0.3036328316      0.0000000000      0.3896959781
      3.3079000000      4.0043000000      0.2160258167      0.2891941546      0.0000000000      0.3609714844
      3.3079000000      4.1784000000      0.1901166026      0.2746993687      0.0000000000      0.3340719470
      3.3079000000      4.3525000000      0.1663778567      0.2602799328      0.0000000000      0.3089129888
      3.3079000000      4.5266000000      0.1446460297      0.2460380884      0.0000000000      0.2854071037
      3.3079000000      4.7007000000      0.1247654135      0.2320515205      0.0000000000      0.2634659685
      3.3079000000      4.8748000000      0.1065895952      0.2183774606      0.0000000000      0.2430021751
      3.3079000000      5.0489000000      0.0899822509      0.2050562405      0.0000000000      0.2239304965
      3.3079000000      5.2230000000      0.0748174562      0.1921143330      0.0000000000      0.2061687869
      3.3079000000      5.3971000000      0.0609796506      0.1795669248      0.0000000000      0.1896385991
      3.3079000000      5.5712000000      0.0483633647      0.1674200762      0.0000000000      0.1742655931
      3.3079000000      5.7453000000      0.0368727894      0.1556725175      0.0000000000      0.1599797965
      3.3079000000      5.9194000000      0.0264212509      0.1443171349      0.0000000000      0.1467157726
      3.3079000000      6.0935000000      0.0169306334      0.1333421908      0.0000000000      0.1344127456
      3.3079000000      6.2676000000      0.0083307849      0.1227323197      0.0000000000      0.1230147319
      3.3079000000      6.4417000000      0.0005589266      0.1124693367      0.0000000000      0.1124707255
      3.3079000000      6.6158000000     -0.0064409164      0.1025328887      0.0000000000      0.1027349924
      3.3079000000      6.7899000000     -0.0127184538      0.0929009763      0.0000000000      0.0937675342
      3.3079000000      6.9640000000     -0.0183176311      0.0835503680      0.0000000000      0.0855347859
      3.3079000000      7.1381000000     -0.0232770887      0.0744569263      0.0000000000      0.0780106194
      3.3079000000      7.3122000000     -0.0276305783      0.0655958620     -0.0000000000      0.0711777069
      3.3079000000      7.4863000000     -0.0314073352      0.0569419285      0.0000000000      0.0650292544
      3.3079000000      7.6604000000     -0.0346324063      0.0484695700      0.0000000000      0.0595709894
      3.3079000000      7.8345000000     -0.0373269370      0.0401530294      0.0000000000      0.0548230426
      3.3079000000      8.0086000000     -0.0395084151      0.0319664269      0.0000000000      0.0508209338
      3.3079000000      8.1827000000     -0.0411908753      0.0238838131      0.0000000000      0.0476143333
      3.3079000000      8.3568000000     -0.0423850643      0.0158792037      0.0000000000      0.0452619353
      3.3079000000      8.5309000000     -0.0430985684      0.0079266003      0.0000000000      0.0438214285
      3.3079000000      8.7050000000     -0.0433359034      0.0000000000      0.0000000000      0.0433359034
      3.3079000000      8.8791000000     -0.0430985684     -0.0079266003      0.0000000000      0.0438214285
      3.3079000000      9.0532000000     -0.0423850643     -0.0158792037      0.0000000000      0.0452619353
      3.3079000000      9.2273000000     -0.0411908753     -0.0238838131      0.0000000000      0.0476143333
      3.3079000000      9.4014000000     -0.0395084151     -0.0319664269      0.0000000000      0.0508209338
      3.3079000000      9.5755000000     -0.0373269370     -0.0401530294      0.0000000000      0.0548230426
      3.3079000000      9.7496000000     -0.0346324063     -0.0484695700      0.0000000000      0.0595709894
      3.3079000000      9.9237000000     -0.0314073352     -0.0569419285      0.0000000000      0.0650292544
      3.3079000000     10.0978000000     -0.0276305783     -0.0655958620      0.0000000000      0.0711777069
      3.3079000000     10.2719000000     -0.0232770887     -0.0744569263      0.0000000000      0.0780106194
      3.3079000000     10.4460000000     -0.0183176311     -0.0835503680      0.0000000000      0.0855347859
      3.3079000000     10.6201000000     -0.0127184538     -0.0929009763      0.0000000000      0.0937675342
      3.3079000000     10.7942000000     -0.0064409164     -0.1025328887      0.0000000000      0.1027349924
      3.3079000000     10.9683000000      0.0005589266     -0.1124693367      0.0000000000      0.1124707255
      3.3079000000     11.1424000000      0.0083307849     -0.1227323197      0.0000000000      0.1230147319
      3.3079000000     11.3165000000      0.0169306334     -0.1333421908      0.0000000000      0.1344127456
      3.3079000000     11.4906000000      0.0264212509     -0.1443171349      0.0000000000      0.1467157726
      3.3079000000     11.6647000000      0.0368727894     -0.1556725175      0.0000000000      0.1599797965
      3.3079000000     11.8388000000      0.0483633647     -0.1674200762      0.0000000000      0.1742655931
      3.3079000000     12.0129000000      0.0609796506     -0.1795669248      0.0000000000      0.1896385991
      3.3079000000     12.1870000000      0.0748174562     -0.1921143330      0.0000000000      0.2061687869
      3.3079000000     12.3611000000      0.0899822509     -0.2050562405      0.0000000000      0.2239304965
      3.3079000000     12.5352000000      0.1065895952     -0.2183774606     -0.0000000000      0.2430021751
      3.3079000000     12.7093000000      0.1247654135     -0.2320515205      0.0000000000      0.2634659685
      3.3079000000     12.8834000000      0.1446460297     -0.2460380884      0.0000000000      0.2854071037
      3.3079000000     13.0575000000      0.1663778567     -0.2602799328      0.0000000000      0.3089129888
      3.3079000000     13.2316000000      0.1901166026     -0.2746993687      0.0000000000      0.3340719470
      3.3079000000     13.4057000000      0.2160258167     -0.2891941546      0.0000000000      0.3609714844
      3.3079000000     13.5798000000      0.2442745565     -0.3036328316      0.0000000000      0.3896959781
      3.3079000000     13.7539000000      0.2750339084     -0.3178495332      0.0000000000      0.4203236569
      3.3079000000     13.9280000000      0.3084720459     -0.3316383553     -0.0000000000      0.4529227327
      3.3079000000     14.1021000000      0.3447474661     -0.3447474661      0.0000000000      0.4875465421
      3.3079000000     14.2762000000      0.3840000138     -0.3568732585      0.0000000000      0.5242275587
      3.3079000000     14.4503000000      0.4263393060     -0.3676550119      0.0000000000      0.5629701694
      3.3079000000     14.6244000000      0.4718302171     -0.3766707372      0.0000000000      0.6037421619
      3.3079000000     14.7985000000      0.5204752223     -0.3834351269      0.0000000000      0.6464649670
      3.3079000000     14.9726000000      0.5721936356     -0.3874007962      0.0000000000      0.6910028463
      3.3079000000     15.1467000000      0.6267981819     -0.3879642590     -0.0000000000      0.7371514275
      3.3079000000     15.3208000000      0.6839699102     -0.3844782582      0.0000000000      0.7846262608
      3.3079000000     15.4949000000      0.7432332222     -0.3762720879      0.0000000000      0.8330524033
      3.3079000000     15.6690000000      0.8039336943     -0.3626812772      0.0000000000      0.8819564012
      3.3079000000     15.8431000000      0.8652223303     -0.3430873270      0.0000000000      0.9307623729
      3.3079000000     16.0172000000      0.9260506787     -0.3169670001      0.0000000000      0.9787941248
      3.3079000000     16.1913000000      0.9851816107     -0.2839489286      0.0000000000      1.0252852286
      3.3079000000     16.3654000000      1.0412201184     -0.2438731460      0.0000000000      1.0693986377
      3.3079000000     16.5395000000      1.0926669455     -0.1968469099      0.0000000000      1.1102566189
      3.3079000000     16.7136000000      1.1379950412     -0.1432884000      0.0000000000      1.1469805052
      3.3079000000     16.8877000000      1.1757449174     -0.0839492675      0.0000000000      1.1787381348
      3.3079000000     17.0618000000      1.2046306130     -0.0199081960      0.0000000000      1.2047951071
      3.3079000000     17.2359000000      1.2236441549      0.0474690690      0.0000000000      1.2245645473
      3.3079000000     17.4100000000      1.2321443879      0.1166026678      0.0000000000      1.2376493748
      3.4820000000      0.0000000000      1.1027807692     -0.1197562349      0.0000000000      1.1092641619
      3.4820000000      0.1741000000      1.0952581785     -0.0602653301      0.0000000000      1.0969149409
      3.4820000000      0.3482000000      1.0791917197     -0.0021580846      0.0000000000      1.0791938774
      3.4820000000      0.5223000000      1.0550520611      0.0533338142      0.0000000000      1.0563992367
      3.4820000000      0.6964000000      1.0235855731      0.1051298726      0.0000000000      1.0289702209
      3.4820000000      0.8705000000      0.9857541510      0.1523544614      0.0000000000      0.9974583340
      3.4820000000      1.0446000000      0.9426632336      0.1943689038      0.0000000000      0.9624932429
      3.4820000000      1.2187000000      0.8954870349      0.2307810052      0.0000000000      0.9247469395
      3.4820000000      1.3928000000      0.8453990671      0.2614342791      0.0000000000      0.8848996920
      3.4820000000      1.5669000000      0.7935139287      0.2863814084      0.0000000000      0.8436104943
      3.4820000000      1.7410000000      0.7408437178      0.3058475642      0.0000000000      0.8014936972
      3.4820000000      1.9151000000      0.6882699145      0.3201891654     -0.0000000000      0.7591024811
      3.4820000000      2.0892000000      0.6365295978      0.3298528087      0.0000000000      0.7169189663
      3.4820000000      2.2633000000      0.5862135913      0.3353378256     -0.0000000000      0.6753501551
      3.4820000000      2.4374000000      0.5377735663      0.3371645577      0.0000000000      0.6347285621
      3.4820000000      2.6115000000      0.4915351163      0.3358492466     -0.0000000000      0.5953162915
      3.4820000000      2.7856000000      0.4477141704      0.3318855217      0.0000000000      0.5573113832
      3.4820000000      2.9597000000      0.4064346439      0.3257318683      0.0000000000      0.5208554212
      3.4820000000      3.1338000000      0.3677458044      0.3178041363      0.0000000000      0.4860416091
      3.4820000000      3.3079000000      0.3316383553      0.3084720459      0.0000000000      0.4529227327
      3.4820000000      3.4820000000      0.2980586767      0.2980586767      0.0000000000      0.4215186230
      3.4820000000      3.6561000000      0.2669209896      0.2868420511      0.0000000000      0.3918228898
      3.4820000000      3.8302000000      0.2381174337      0.2750580747      0.0000000000      0.3638088188
      3.4820000000      4.0043000000      0.2115261944      0.2629042587      0.0000000000      0.3374344087
      3.4820000000      4.1784000000      0.1870178927      0.2505437957      0.0000000000      0.3126465828
      3.4820000000      4.3525000000      0.1644604798      0.2381096871      0.0000000000      0.2893846446
      3.4820000000      4.5266000000      0.1437228871      0.2257087203      0.0000000000      0.2675830613
      3.4820000000      4.7007000000      0.1246776609      0.2134251710      0.0000000000      0.2471736692
      3.4820000000      4.8748000000      0.1072027882      0.2013241646      0.0000000000      0.2280873891
      3.4820000000      5.0489000000      0.0911828906      0.1894546684      0.0000000000      0.2102555372
      3.4820000000      5.2230000000      0.0765099344      0.1778521155      0.0000000000      0.1936108082
      3.4820000000      5.3971000000      0.0630835769      0.1665406768      0.0000000000      0.1780879971
      3.4820000000      5.5712000000      0.0508112465      0.1555352088      0.0000000000      0.1636245212
      3.4820000000      5.7453000000      0.0396080326      0.1448429085      0.0000000000      0.1501607951
      3.4820000000      5.9194000000      0.0293964449      0.1344647098      0.0000000000      0.1376405069
      3.4820000000      6.0935000000      0.0201060876      0.1243964528      0.0000000000      0.1260108417
      3.4820000000      6.2676000000      0.0116732833      0.1146298587      0.0000000000      0.1152226976
      3.4820000000      6.4417000000      0.0040406712      0.1051533365      0.0000000000      0.1052309422
      3.4820000000      6.6158000000     -0.0028431997      0.0959526483      0.0000000000      0.0959947629
      3.4820000000      6.7899000000     -0.0090242714      0.0870114541     -0.0000000000      0.0874781722
      3.4820000000      6.9640000000     -0.0145433593      0.0783117563      0.0000000000      0.0796507406
      3.4820000000      7.1381000000     -0.0194365127      0.0698342597      0.0000000000      0.0724886326
      3.4820000000      7.3122000000     -0.0237353464      0.0615586620      0.0000000000      0.0659760224
      3.4820000000      7.4863000000     -0.0274673429      0.0534638859      0.0000000000      0.0601069216
      3.4820000000      7.6604000000     -0.0306561226      0.0455282643      0.0000000000      0.0548873456
      3.4820000000      7.8345000000     -0.0333216810      0.0377296861      0.0000000000      0.0503374973
      3.4820000000      8.0086000000     -0.0354805942      0.0300457108      0.0000000000      0.0464931963
      3.4820000000      8.1827000000     -0.0371461912      0.0224536580      0.0000000000      0.0434051411
      3.4820000000      8.3568000000     -0.0383286943      0.0149306774      0.0000000000      0.0411340970
      3.4820000000      8.5309000000     -0.0390353280      0.0074538036     -0.0000000000      0.0397406092
      3.4820000000      8.7050000000     -0.0392703960      0.0000000000      0.0000000000      0.0392703960
      3.4820000000      8.8791000000     -0.0390353280     -0.0074538036      0.0000000000      0.0397406092
      3.4820000000      9.0532000000     -0.0383286943     -0.0149306774      0.0000000000      0.0411340970
      3.4820000000      9.2273000000     -0.0371461912     -0.0224536580      0.0000000000      0.0434051411
      3.4820000000      9.4014000000     -0.0354805942     -0.0300457108      0.0000000000      0.0464931963
      3.4820000000      9.5755000000     -0.0333216810     -0.0377296861      0.0000000000      0.0503374973
      3.4820000000      9.7496000000     -0.0306561226     -0.0455282643      0.0000000000      0.0548873456
      3.4820000000      9.9237000000     -0.0274673429     -0.0534638859      0.0000000000      0.0601069216
      3.4820000000     10.0978000000     -0.0237353464     -0.0615586620      0.0000000000      0.0659760224
      3.4820000000     10.2719000000     -0.0194365127     -0.0698342597      0.0000000000      0.0724886326
      3.4820000000     10.4460000000     -0.0145433593     -0.0783117563      0.0000000000      0.0796507406
      3.4820000000     10.6201000000     -0.0090242714     -0.0870114541      0.0000000000      0.0874781722
      3.4820000000     10.7942000000     -0.0028431997     -0.0959526483     -0.0000000000      0.0959947629
      3.4820000000     10.9683000000      0.0040406712     -0.1051533365      0.0000000000      0.1052309422
      3.4820000000     11.1424000000      0.0116732833     -0.1146298587     -0.0000000000      0.1152226976
      3.4820000000     11.3165000000      0.0201060876     -0.1243964528      0.0000000000      0.1260108417
      3.4820000000     11.4906000000      0.0293964449     -0.1344647098      0.0000000000      0.1376405069
      3.4820000000     11.6647000000      0.0396080326     -0.1448429085      0.0000000000      0.1501607951
      3.4820000000     11.8388000000      0.0508112465     -0.1555352088      0.0000000000      0.1636245212
      3.4820000000     12.0129000000      0.0630835769     -0.1665406768      0.0000000000      0.1780879971
      3.4820000000     12.1870000000      0.0765099344     -0.1778521155      0.0000000000      0.1936108082
      3.4820000000     12.3611000000      0.0911828906     -0.1894546684      0.0000000000      0.2102555372
      3.4820000000     12.5352000000      0.1072027882     -0.2013241646      0.0000000000      0.2280873891
      3.4820000000     12.7093000000      0.1246776609     -0.2134251710      0.0000000000      0.2471736692
      3.4820000000     12.8834000000      0.1437228871     -0.2257087203      0.0000000000      0.2675830613
      3.4820000000     13.0575000000      0.1644604798     -0.2381096871      0.0000000000      0.2893846446
      3.4820000000     13.2316000000      0.1870178927     -0.2505437957      0.0000000000      0.3126465828
      3.4820000000     13.4057000000      0.2115261944     -0.2629042587      0.0000000000      0.3374344087
      3.4820000000     13.5798000000      0.2381174337     -0.2750580747      0.0000000000      0.3638088188
      3.4820000000     13.7539000000      0.2669209896     -0.2868420511      0.0000000000      0.3918228898
      3.4820000000     13.9280000000      0.2980586767     -0.2980586767      0.0000000000      0.4215186230
      3.4820000000     14.1021000000      0.3316383553     -0.3084720459      0.0000000000      0.4529227327
      3.4820000000     14.2762000000      0.3677458044     -0.3178041363      0.0000000000      0.4860416091
      3.4820000000     14.4503000000      0.4064346439     -0.3257318683      0.0000000000      0.5208554212
      3.4820000000     14.6244000000      0.4477141704     -0.3318855217      0.0000000000      0.5573113832
      3.4820000000     14.7985000000      0.4915351163     -0.3358492466      0.0000000000      0.5953162915
      3.4820000000     14.9726000000      0.5377735663     -0.3371645577      0.0000000000      0.6347285621
      3.4820000000     15.1467000000      0.5862135913     -0.3353378256      0.0000000000      0.6753501551
      3.4820000000     15.3208000000      0.6365295978     -0.3298528087      0.0000000000      0.7169189663
      3.4820000000     15.4949000000      0.6882699145     -0.3201891654      0.0000000000      0.7591024811
      3.4820000000     15.6690000000      0.7408437178     -0.3058475642      0.0000000000      0.8014936972
      3.4820000000     15.8431000000      0.7935139287     -0.2863814084      0.0000000000      0.8436104943
      3.4820000000     16.0172000000      0.8453990671     -0.2614342791     -0.0000000000      0.8848996920
      3.4820000000     16.1913000000      0.8954870349     -0.2307810052      0.0000000000      0.9247469395
      3.4820000000     16.3654000000      0.9426632336     -0.1943689038      0.0000000000      0.9624932429
      3.4820000000     16.5395000000      0.9857541510     -0.1523544614      0.0000000000      0.9974583340
      3.4820000000     16.7136000000      1.0235855731     -0.1051298726      0.0000000000      1.0289702209
      3.4820000000     16.8877000000      1.0550520611     -0.0533338142      0.0000000000      1.0563992367
      3.4820000000     17.0618000000      1.0791917197      0.0021580846      0.0000000000      1.0791938774
      3.4820000000     17.2359000000      1.0952581785      0.0602653301      0.0000000000      1.0969149409
      3.4820000000     17.4100000000      1.1027807692      0.1197562349      0.0000000000      1.1092641619
      3.6561000000      0.0000000000      0.9912491402     -0.1229439570      0.0000000000      0.9988443695
      3.6561000000      0.1741000000      0.9844862198     -0.0713098530      0.0000000000      0.9870654548
      3.6561000000      0.3482000000      0.9707195807     -0.0207858479      0.0000000000      0.9709420971
      3.6561000000      0.5223000000      0.9502989480      0.0276572884      0.0000000000      0.9507013286
      3.6561000000      0.6964000000      0.9237838026      0.0731572747      0.0000000000      0.9266760496
      3.6561000000      0.8705000000      0.8919019026      0.1150001712      0.0000000000      0.8992852958
      3.6561000000      1.0446000000      0.8554989403      0.1526458618      0.0000000000      0.8690104694
      3.6561000000      1.2187000000      0.8154851797      0.1857381583      0.0000000000      0.8363699790
      3.6561000000      1.3928000000      0.7727845129      0.2141005918      0.0000000000      0.8018946108
      3.6561000000      1.5669000000      0.7282902021      0.2377205235      0.0000000000      0.7661055187
      3.6561000000      1.7410000000      0.6828300042      0.2567250890      0.0000000000      0.7294961178
      3.6561000000      1.9151000000      0.6371417673      0.2713526701      0.0000000000      0.6925185219
      3.6561000000      2.0892000000      0.5918592187      0.2819232269      0.0000000000      0.6555745881
      3.6561000000      2.2633000000      0.5475066916      0.2888101079      0.0000000000      0.6190111920
      3.6561000000      2.4374000000      0.5045009954      0.2924151232      0.0000000000      0.5831190775
      3.6561000000      2.6115000000      0.4631584632      0.2931478544      0.0000000000      0.5481344968
      3.6561000000      2.7856000000      0.4237053197      0.2914095119      0.0000000000      0.5142428430
      3.6561000000      2.9597000000      0.3862897813      0.2875811620     -0.0000000000      0.4815835545
      3.6561000000      3.1338000000      0.3509946531      0.2820158397      0.0000000000      0.4502556833
      3.6561000000      3.3079000000      0.3178495332      0.2750339084      0.0000000000      0.4203236569
      3.6561000000      3.4820000000      0.2868420511      0.2669209896      0.0000000000      0.3918228898
      3.6561000000      3.6561000000      0.2579278192      0.2579278192      0.0000000000      0.3647650200
      3.6561000000      3.8302000000      0.2310389692      0.2482714659      0.0000000000      0.3391426338
      3.6561000000      4.0043000000      0.2060912775      0.2381374459      0.0000000000      0.3149334181
      3.6561000000      4.1784000000      0.1829899694      0.2276823645      0.0000000000      0.2921037281
      3.6561000000      4.3525000000      0.1616343383      0.2170368064      0.0000000000      0.2706115937
      3.6561000000      4.5266000000      0.1419213389      0.2063082771      0.0000000000      0.2504092084
      3.6561000000      4.7007000000      0.1237483138      0.1955840560      0.0000000000      0.2314449570
      3.6561000000      4.8748000000      0.1070150043      0.1849338771      0.0000000000      0.2136650417
      3.6561000000      5.0489000000      0.0916249851      0.1744123848      0.0000000000      0.1970147656
      3.6561000000      5.2230000000      0.0774866377      0.1640613437      0.0000000000      0.1814395313
      3.6561000000      5.3971000000      0.0645137673      0.1539115969      0.0000000000      0.1668856070
      3.6561000000      5.5712000000      0.0526259455      0.1439847809      0.0000000000      0.1533007086
      3.6561000000      5.7453000000      0.0417486460      0.1342948125      0.0000000000      0.1406344414
      3.6561000000      5.9194000000      0.0318132314      0.1248491676      0.0000000000      0.1288386446
      3.6561000000      6.0935000000      0.0227568317      0.1156499724      0.0000000000      0.1178676779
      3.6561000000      6.2676000000      0.0145221504      0.1066949299      0.0000000000      0.1076786930
      3.6561000000      6.4417000000      0.0070572238      0.0979781012      0.0000000000      0.0982319333
      3.6561000000      6.6158000000      0.0003151537      0.0894905617      0.0000000000      0.0894911166
      3.6561000000      6.7899000000     -0.0057461706      0.0812209497      0.0000000000      0.0814239593
      3.6561000000      6.9640000000     -0.0111643504      0.0731559229      0.0000000000      0.0740029174
      3.6561000000      7.1381000000     -0.0159727478      0.0652805375      0.0000000000      0.0672062292
      3.6561000000      7.3122000000     -0.0202007410      0.0575785606      0.0000000000      0.0610193459
      3.6561000000      7.4863000000     -0.0238739612      0.0500327286      0.0000000000      0.0554368105
      3.6561000000      7.6604000000     -0.0270145085      0.0426249593      0.0000000000      0.0504645502
      3.6561000000      7.8345000000     -0.0296411437      0.0353365260      0.0000000000      0.0461223099
      3.6561000000      8.0086000000     -0.0317694564      0.0281482008      0.0000000000      0.0424454893
      3.6561000000      8.1827000000     -0.0334120070      0.0210403731      0.0000000000      0.0394849277
      3.6561000000      8.3568000000     -0.0345784437      0.0139931485      0.0000000000      0.0373025063
      3.6561000000      8.5309000000     -0.0352755932      0.0069864318      0.0000000000      0.0359607801
